date,fd_offset,division,lineage,count
2021-12-10,-22,Kansas,21K,1
2021-10-21,-72,Colorado,21I,14
2021-10-31,-62,Nebraska,21J,21
2021-10-05,-88,South Carolina,21I,7
2021-11-27,-35,Washington DC,21J,10
2021-10-07,-86,Minnesota,21J,730
2021-11-11,-51,Alaska,21A,4
2021-11-30,-32,Delaware,21J,18
2021-12-12,-20,Maine,21J,0
2021-10-12,-81,New Mexico,21I,10
2021-10-09,-84,Wyoming,21I,1
2021-12-06,-26,New York,21K,10
2021-10-03,-90,New Mexico,21J,35
2021-11-25,-37,Washington,21J,1
2021-12-19,-13,New York,21K,23
2021-10-13,-80,Ohio,21A,3
2021-11-06,-56,Michigan,21I,2
2021-12-04,-28,Georgia,21J,45
2021-10-31,-62,Oklahoma,21J,12
2021-10-21,-72,Wyoming,21I,1
2021-11-06,-56,Maryland,21I,1
2021-10-16,-77,Maine,21J,0
2021-10-06,-87,Kentucky,21A,3
2021-12-13,-19,West Virginia,21J,196
2021-11-20,-42,Alaska,21J,23
2021-10-09,-84,Iowa,21I,1
2021-11-27,-35,North Carolina,21J,42
2021-11-19,-43,Connecticut,21I,1
2021-10-20,-73,Maryland,21A,3
2021-10-15,-78,Indiana,21A,1
2021-11-02,-60,Nevada,21J,86
2021-10-11,-82,Massachusetts,21A,3
2021-12-06,-26,Pennsylvania,21J,96
2021-10-18,-75,Delaware,21J,24
2021-11-13,-49,Nevada,21J,61
2021-10-09,-84,Rhode Island,21A,3
2021-10-04,-89,West Virginia,21I,14
2021-10-16,-77,New York,21J,62
2021-10-04,-89,Washington DC,21J,21
2021-10-09,-84,South Carolina,21I,5
2021-12-17,-15,New Hampshire,21K,3
2021-11-15,-47,Puerto Rico,21J,1
2021-12-03,-29,New York,21K,10
2021-11-27,-35,Michigan,21J,152
2021-11-07,-55,Georgia,21I,1
2021-12-07,-25,New Hampshire,21I,3
2021-10-26,-67,Tennessee,21I,6
2021-12-04,-28,Pennsylvania,21J,107
2021-10-21,-72,Massachusetts,21I,18
2021-10-23,-70,New Mexico,21J,91
2021-10-08,-85,Maine,21I,0
2021-11-28,-34,Virginia,21J,24
2021-11-30,-32,Washington,21J,166
2021-10-05,-88,Massachusetts,other,2
2021-11-23,-39,Rhode Island,21J,49
2021-10-14,-79,Virginia,21I,4
2021-10-16,-77,Oklahoma,21I,1
2021-11-03,-59,Colorado,21J,824
2021-10-15,-78,Nevada,21A,1
2021-12-11,-21,Kentucky,21K,1
2021-11-24,-38,North Carolina,21I,6
2021-11-26,-36,Florida,21K,1
2021-11-13,-49,Florida,other,1
2021-10-30,-63,Massachusetts,21I,11
2021-10-09,-84,Alaska,21J,12
2021-11-30,-32,Oregon,21I,1
2021-11-29,-33,Virginia,21K,1
2021-10-13,-80,Arizona,other,1
2021-11-12,-50,Louisiana,21J,17
2021-10-05,-88,New Mexico,21J,99
2021-10-16,-77,Arizona,21J,63
2021-10-17,-76,New Jersey,21J,45
2021-10-17,-76,Wisconsin,other,1
2021-12-16,-16,Nevada,21I,1
2021-10-17,-76,California,other,3
2021-11-09,-53,California,21A,15
2021-11-15,-47,Missouri,21J,42
2021-11-09,-53,West Virginia,21A,1
2021-10-27,-66,Virginia,21A,3
2021-10-30,-63,Arizona,21J,65
2021-11-29,-33,Illinois,21I,5
2021-11-21,-41,Connecticut,other,2
2021-11-13,-49,South Dakota,21J,13
2021-11-06,-56,Virginia,21I,2
2021-10-06,-87,Idaho,21I,4
2021-11-14,-48,Alaska,21I,1
2021-11-30,-32,Oklahoma,21I,2
2021-10-10,-83,Massachusetts,21J,292
2021-12-19,-13,Massachusetts,21K,223
2021-10-25,-68,Maine,21I,0
2021-11-06,-56,South Carolina,21J,18
2021-11-13,-49,New Jersey,other,4
2021-12-03,-29,New Hampshire,21J,70
2021-12-01,-31,New Jersey,other,1
2021-10-21,-72,Arizona,21J,151
2021-11-20,-42,New Hampshire,21J,40
2021-11-29,-33,Puerto Rico,21K,1
2021-11-09,-53,North Dakota,21I,1
2021-11-12,-50,Mississippi,21J,9
2021-10-27,-66,Wisconsin,21I,6
2021-12-17,-15,Nebraska,21J,4
2021-10-20,-73,New Jersey,21A,2
2021-10-14,-79,Idaho,21I,5
2021-10-23,-70,Ohio,21J,107
2021-10-10,-83,Idaho,21J,21
2021-11-13,-49,Minnesota,21J,601
2021-12-02,-30,Colorado,21J,34
2021-10-08,-85,Kansas,other,1
2021-10-04,-89,Arizona,21I,13
2021-11-11,-51,Connecticut,other,1
2021-10-03,-90,New York,21I,6
2021-10-06,-87,Florida,21J,198
2021-12-11,-21,Washington,21I,3
2021-12-03,-29,Minnesota,21I,3
2021-10-06,-87,Hawaii,21J,3
2021-11-18,-44,Michigan,21I,9
2021-12-04,-28,New Jersey,21J,68
2021-10-07,-86,Virginia,21J,65
2021-12-08,-24,California,21K,24
2021-11-22,-40,Massachusetts,21I,38
2021-10-24,-69,Montana,21J,12
2021-10-15,-78,Montana,other,1
2021-10-06,-87,Maryland,21I,10
2021-11-17,-45,Massachusetts,21I,27
2021-11-27,-35,New Mexico,other,1
2021-12-11,-21,Rhode Island,21K,1
2021-12-15,-17,Rhode Island,21I,1
2021-12-04,-28,Washington,21J,90
2021-10-10,-83,Michigan,21J,235
2021-10-25,-68,Connecticut,21J,54
2021-11-14,-48,West Virginia,21J,44
2021-12-02,-30,West Virginia,21I,1
2021-12-16,-16,Vermont,21J,15
2021-10-06,-87,Kentucky,21J,105
2021-10-23,-70,New Hampshire,21J,38
2021-11-17,-45,North Dakota,21J,4
2021-12-05,-27,Rhode Island,21I,2
2021-11-17,-45,Colorado,21J,344
2021-11-20,-42,Arkansas,21J,3
2021-10-07,-86,Texas,other,4
2021-12-20,-12,Washington,21K,5
2021-10-15,-78,Missouri,21J,69
2021-10-04,-89,North Dakota,21J,2
2021-10-17,-76,South Carolina,other,1
2021-11-11,-51,Wisconsin,21J,155
2021-11-19,-43,Illinois,21I,6
2021-10-27,-66,Washington,21I,4
2021-11-21,-41,Massachusetts,21A,2
2021-11-23,-39,Alaska,21J,17
2021-12-07,-25,Arizona,21J,82
2021-11-25,-37,Iowa,21J,1
2021-10-25,-68,Georgia,21I,5
2021-10-06,-87,Louisiana,21J,9
2021-10-05,-88,Missouri,21I,2
2021-12-09,-23,Vermont,21K,2
2021-12-10,-22,Minnesota,21J,286
2021-10-27,-66,Wisconsin,other,2
2021-10-03,-90,Louisiana,21J,5
2021-10-08,-85,Delaware,21J,16
2021-10-09,-84,Arizona,21I,12
2021-12-01,-31,Indiana,other,1
2021-10-19,-74,Missouri,21J,65
2021-10-28,-65,New Hampshire,21I,2
2021-11-08,-54,Arizona,21J,229
2021-10-14,-79,New Hampshire,21I,3
2021-10-20,-73,Pennsylvania,21J,197
2021-10-08,-85,Washington DC,21J,10
2021-11-28,-34,Indiana,21A,1
2021-11-02,-60,Nevada,21A,3
2021-11-04,-58,Pennsylvania,21I,8
2021-10-22,-71,Mississippi,21I,1
2021-10-16,-77,Vermont,21J,51
2021-10-13,-80,Delaware,21J,18
2021-11-30,-32,Illinois,21J,50
2021-10-09,-84,Kentucky,21I,5
2021-10-16,-77,Ohio,other,1
2021-11-11,-51,New York,21A,4
2021-12-10,-22,Indiana,21J,73
2021-11-07,-55,Vermont,21I,3
2021-11-28,-34,Pennsylvania,21J,95
2021-10-21,-72,Mississippi,21J,8
2021-11-18,-44,Kentucky,21J,33
2021-10-26,-67,New Jersey,21A,1
2021-11-19,-43,Alaska,21I,1
2021-10-31,-62,Illinois,21J,120
2021-11-30,-32,Idaho,21J,19
2021-11-13,-49,Illinois,21J,181
2021-11-27,-35,Mississippi,21I,2
2021-11-30,-32,Wisconsin,21J,114
2021-11-26,-36,West Virginia,21J,39
2021-11-29,-33,Kansas,21I,2
2021-12-06,-26,Texas,21K,5
2021-10-07,-86,Georgia,21A,1
2021-10-12,-81,Colorado,21A,4
2021-11-11,-51,Iowa,21I,1
2021-12-02,-30,Rhode Island,21J,51
2021-10-16,-77,California,other,4
2021-10-05,-88,North Carolina,other,3
2021-11-24,-38,Maryland,21I,5
2021-12-16,-16,Michigan,21I,3
2021-10-08,-85,Pennsylvania,21A,3
2021-11-28,-34,California,21I,3
2021-12-03,-29,Connecticut,21J,81
2021-11-11,-51,Maine,21J,0
2021-12-01,-31,Rhode Island,21I,1
2021-12-05,-27,Arkansas,21J,9
2021-12-17,-15,Illinois,21K,107
2021-11-10,-52,New York,21J,353
2021-10-05,-88,Puerto Rico,other,1
2021-11-18,-44,Iowa,21J,25
2021-11-23,-39,Kentucky,21I,1
2021-11-16,-46,Missouri,21J,83
2021-11-05,-57,Maine,21J,0
2021-12-02,-30,Ohio,21K,1
2021-12-02,-30,Maryland,21K,3
2021-11-04,-58,Massachusetts,21A,2
2021-12-15,-17,Wisconsin,21K,20
2021-11-03,-59,Ohio,21I,6
2021-11-08,-54,Alaska,21J,27
2021-12-17,-15,Louisiana,21K,28
2021-10-20,-73,Maine,21J,0
2021-11-07,-55,South Dakota,21J,12
2021-11-29,-33,Kansas,21J,56
2021-10-23,-70,Utah,21A,1
2021-10-08,-85,Wisconsin,21J,207
2021-12-07,-25,New Mexico,21J,85
2021-11-20,-42,Alaska,21A,2
2021-10-05,-88,Montana,21J,38
2021-11-15,-47,New York,21J,86
2021-10-09,-84,California,other,1
2021-11-18,-44,Maryland,other,2
2021-11-01,-61,Maine,21J,0
2021-12-05,-27,Ohio,21J,20
2021-10-30,-63,Pennsylvania,21J,125
2021-11-02,-60,Maine,21J,0
2021-12-15,-17,Arizona,21I,1
2021-11-03,-59,Maryland,21J,96
2021-11-24,-38,Iowa,21J,13
2021-10-20,-73,Utah,21A,2
2021-11-28,-34,North Carolina,21J,30
2021-11-03,-59,New Mexico,21I,5
2021-11-16,-46,New York,21J,148
2021-11-24,-38,New York,21J,136
2021-12-08,-24,Louisiana,21J,6
2021-11-11,-51,Georgia,21J,46
2021-10-25,-68,Kansas,other,1
2021-12-06,-26,Wisconsin,21J,87
2021-10-15,-78,Connecticut,21I,4
2021-12-17,-15,Alabama,other,1
2021-11-26,-36,Maryland,21I,7
2021-12-15,-17,Montana,21J,4
2021-10-27,-66,Vermont,21J,109
2021-10-21,-72,Missouri,21I,1
2021-10-18,-75,Virginia,21J,64
2021-10-22,-71,North Dakota,21I,2
2021-12-01,-31,New Mexico,other,1
2021-12-15,-17,Tennessee,21K,24
2021-10-11,-82,Texas,21I,21
2021-11-21,-41,Colorado,21J,20
2021-10-17,-76,West Virginia,21J,54
2021-10-18,-75,South Carolina,21I,12
2021-11-24,-38,Connecticut,21I,1
2021-11-08,-54,Wisconsin,21I,14
2021-11-17,-45,Georgia,21A,1
2021-10-24,-69,Maine,other,0
2021-10-27,-66,New Hampshire,21J,20
2021-10-09,-84,Alabama,21J,9
2021-10-22,-71,Nevada,21A,1
2021-12-05,-27,Tennessee,21J,12
2021-11-21,-41,Delaware,21J,10
2021-11-26,-36,Nevada,21J,37
2021-10-08,-85,Montana,21J,32
2021-10-25,-68,Utah,21A,1
2021-10-12,-81,Iowa,21A,1
2021-10-20,-73,Hawaii,21A,2
2021-10-27,-66,Montana,21J,12
2021-12-17,-15,Oregon,21J,12
2021-10-27,-66,California,21I,52
2021-11-30,-32,Wyoming,21J,5
2021-10-13,-80,Oklahoma,21I,4
2021-10-03,-90,Tennessee,21A,1
2021-10-10,-83,Kansas,21J,28
2021-10-13,-80,Wisconsin,21J,133
2021-10-08,-85,Alabama,21J,23
2021-11-28,-34,Alabama,21J,6
2021-10-09,-84,Washington,21I,7
2021-11-13,-49,Oklahoma,21J,2
2021-10-18,-75,South Dakota,21J,21
2021-12-17,-15,Rhode Island,21K,4
2021-12-15,-17,New Mexico,21J,26
2021-11-01,-61,Washington DC,21J,11
2021-11-14,-48,Massachusetts,other,1
2021-12-14,-18,South Dakota,21J,7
2021-10-10,-83,Oregon,21A,2
2021-10-05,-88,Montana,21A,1
2021-11-09,-53,Oregon,other,1
2021-12-07,-25,Michigan,21J,82
2021-11-25,-37,Alaska,21J,1
2021-11-29,-33,Alabama,21J,20
2021-11-03,-59,Ohio,other,2
2021-11-09,-53,Idaho,21A,1
2021-10-06,-87,Kansas,21J,37
2021-10-17,-76,Tennessee,21I,2
2021-10-09,-84,Hawaii,21J,2
2021-11-11,-51,Maine,21I,0
2021-12-11,-21,Vermont,21A,3
2021-10-31,-62,Rhode Island,21I,3
2021-11-13,-49,Mississippi,21J,4
2021-10-19,-74,Arizona,21J,127
2021-11-23,-39,Colorado,21J,725
2021-12-01,-31,Washington,21J,166
2021-11-15,-47,Washington DC,21J,12
2021-12-14,-18,Wyoming,21J,1
2021-10-05,-88,New York,21A,2
2021-12-06,-26,Oregon,21I,1
2021-12-04,-28,Indiana,21I,2
2021-10-06,-87,Pennsylvania,21I,10
2021-10-13,-80,Florida,21A,3
2021-12-13,-19,Indiana,21K,3
2021-10-17,-76,Iowa,21I,1
2021-10-17,-76,Kansas,21J,13
2021-10-29,-64,Colorado,other,2
2021-11-23,-39,Maine,21J,0
2021-10-10,-83,New Jersey,21I,2
2021-11-09,-53,Ohio,other,1
2021-10-03,-90,Michigan,21A,2
2021-10-14,-79,Washington,21J,208
2021-11-08,-54,Oklahoma,21I,1
2021-11-09,-53,West Virginia,21J,94
2021-10-05,-88,New Jersey,21J,88
2021-11-16,-46,Vermont,21I,9
2021-11-04,-58,California,21J,848
2021-12-21,-11,Maine,21K,0
2021-10-13,-80,North Dakota,21J,4
2021-10-22,-71,Ohio,21I,4
2021-11-07,-55,Connecticut,21I,1
2021-12-02,-30,New York,21A,2
2021-12-14,-18,Kansas,21K,1
2021-10-05,-88,Massachusetts,21J,442
2021-12-16,-16,Vermont,21I,1
2021-11-28,-34,South Carolina,21J,26
2021-12-14,-18,North Carolina,21I,5
2021-10-30,-63,Louisiana,21I,1
2021-12-21,-11,New Hampshire,21J,9
2021-12-10,-22,Florida,21J,94
2021-12-09,-23,Iowa,21K,2
2021-12-06,-26,Colorado,21J,47
2021-12-08,-24,Utah,21J,18
2021-10-13,-80,Illinois,other,1
2021-11-23,-39,Arizona,21J,152
2021-10-31,-62,Pennsylvania,21J,127
2021-12-14,-18,Colorado,other,2
2021-12-13,-19,Colorado,21K,38
2021-11-22,-40,Michigan,other,6
2021-11-24,-38,Nebraska,21J,15
2021-10-23,-70,Mississippi,21J,1
2021-12-03,-29,Alabama,21I,1
2021-11-28,-34,Alaska,21J,37
2021-10-29,-64,Arkansas,21J,39
2021-11-10,-52,Mississippi,21J,8
2021-10-03,-90,Arizona,21J,96
2021-10-21,-72,Michigan,21I,17
2021-11-15,-47,Minnesota,21J,687
2021-11-14,-48,Montana,21J,1
2021-12-08,-24,North Dakota,21J,1
2021-11-18,-44,South Carolina,21J,14
2021-11-07,-55,Virginia,21I,3
2021-12-06,-26,Kentucky,21J,40
2021-12-12,-20,Texas,21K,39
2021-11-08,-54,Massachusetts,other,2
2021-11-15,-47,Vermont,21J,218
2021-11-08,-54,Washington,21I,2
2021-11-04,-58,West Virginia,21J,78
2021-11-02,-60,Georgia,21J,61
2021-10-06,-87,Georgia,21J,167
2021-11-30,-32,Nevada,21J,72
2021-12-01,-31,Pennsylvania,21I,7
2021-10-10,-83,Colorado,21I,9
2021-11-29,-33,Washington,21J,148
2021-10-16,-77,Minnesota,other,2
2021-10-21,-72,Connecticut,21J,43
2021-11-03,-59,Colorado,other,3
2021-12-10,-22,New Hampshire,21I,2
2021-11-03,-59,Oregon,21J,71
2021-11-17,-45,Delaware,21J,19
2021-11-02,-60,West Virginia,21A,1
2021-11-07,-55,Maine,21I,0
2021-12-11,-21,New York,21K,10
2021-10-11,-82,Arkansas,21I,1
2021-10-18,-75,Georgia,21J,120
2021-11-16,-46,Kansas,21J,49
2021-10-16,-77,North Carolina,21J,68
2021-10-16,-77,Nebraska,21I,1
2021-10-08,-85,West Virginia,21I,8
2021-11-07,-55,Minnesota,21J,359
2021-11-19,-43,Kansas,21I,2
2021-11-06,-56,Maine,21J,0
2021-12-20,-12,Minnesota,21J,5
2021-10-03,-90,Virginia,21A,2
2021-12-09,-23,Louisiana,21J,9
2021-12-19,-13,Louisiana,21K,6
2021-11-05,-57,Massachusetts,21A,6
2021-12-07,-25,New Jersey,21I,1
2021-11-15,-47,Arizona,21J,285
2021-11-11,-51,Alaska,21I,1
2021-11-26,-36,Hawaii,21J,1
2021-11-30,-32,Oregon,21J,42
2021-10-07,-86,Rhode Island,21J,32
2021-12-16,-16,South Carolina,21J,12
2021-11-15,-47,Tennessee,other,3
2021-12-10,-22,Wyoming,21J,1
2021-11-28,-34,New York,21A,1
2021-12-02,-30,Maryland,21I,5
2021-11-13,-49,Colorado,21A,11
2021-11-14,-48,Montana,21I,1
2021-11-21,-41,New Mexico,21J,74
2021-12-10,-22,Pennsylvania,21A,1
2021-12-11,-21,Colorado,21K,16
2021-12-18,-14,Maine,21J,0
2021-12-17,-15,Delaware,21K,1
2021-11-15,-47,Massachusetts,21J,933
2021-12-18,-14,New Hampshire,21K,1
2021-11-06,-56,Florida,21I,3
2021-10-27,-66,Maryland,21J,106
2021-11-25,-37,Indiana,21J,2
2021-11-14,-48,Massachusetts,21J,407
2021-10-19,-74,New York,21J,119
2021-10-24,-69,Washington,21J,33
2021-11-18,-44,Massachusetts,21J,773
2021-11-20,-42,Arizona,21A,1
2021-11-14,-48,Pennsylvania,21I,5
2021-11-06,-56,Minnesota,21A,1
2021-12-16,-16,Mississippi,21K,2
2021-10-14,-79,Arizona,21A,4
2021-11-27,-35,California,21A,5
2021-12-06,-26,Virginia,21J,55
2021-12-03,-29,New York,21J,106
2021-11-25,-37,New York,21I,2
2021-10-09,-84,Ohio,21J,76
2021-10-08,-85,Mississippi,21A,1
2021-10-06,-87,New Hampshire,21J,21
2021-12-16,-16,Colorado,21K,126
2021-10-04,-89,Washington,21J,147
2021-11-03,-59,New Mexico,21J,140
2021-10-27,-66,Utah,21I,2
2021-12-12,-20,Kentucky,21I,1
2021-11-06,-56,Kentucky,21J,22
2021-12-07,-25,Iowa,21J,23
2021-11-18,-44,New Hampshire,21I,2
2021-10-18,-75,Ohio,21J,180
2021-12-03,-29,Wisconsin,21I,2
2021-11-22,-40,Texas,other,2
2021-10-23,-70,Washington,21I,3
2021-11-22,-40,Kentucky,21I,1
2021-11-13,-49,Montana,21I,1
2021-12-06,-26,Indiana,21I,1
2021-11-20,-42,Missouri,21J,34
2021-11-12,-50,Missouri,21J,78
2021-12-12,-20,Ohio,21J,22
2021-11-21,-41,Delaware,21I,1
2021-11-27,-35,Massachusetts,21K,1
2021-12-07,-25,Louisiana,21K,4
2021-11-19,-43,West Virginia,21J,79
2021-10-24,-69,Utah,21A,1
2021-10-28,-65,Maine,21J,0
2021-10-25,-68,Nevada,21J,86
2021-11-22,-40,Vermont,21I,2
2021-10-23,-70,Michigan,21I,3
2021-10-06,-87,Delaware,21J,13
2021-10-07,-86,Vermont,21I,9
2021-10-18,-75,Colorado,21J,471
2021-12-08,-24,Rhode Island,21I,1
2021-10-11,-82,Georgia,21J,117
2021-10-13,-80,California,21I,52
2021-11-27,-35,North Carolina,21I,3
2021-10-22,-71,North Carolina,other,1
2021-11-05,-57,New York,other,1
2021-10-04,-89,South Dakota,21J,29
2021-10-07,-86,North Dakota,21J,4
2021-11-27,-35,Georgia,21J,66
2021-10-12,-81,Illinois,21I,4
2021-11-28,-34,New Mexico,21J,92
2021-10-16,-77,Illinois,21I,10
2021-11-05,-57,Nebraska,21I,3
2021-10-15,-78,New Hampshire,21I,7
2021-10-13,-80,Missouri,21J,30
2021-12-16,-16,Illinois,21J,80
2021-11-21,-41,Michigan,21A,1
2021-10-17,-76,Utah,21A,1
2021-10-11,-82,Vermont,21A,3
2021-10-21,-72,Tennessee,21J,84
2021-11-30,-32,Colorado,21I,1
2021-11-03,-59,Arizona,21J,139
2021-10-18,-75,Washington,21I,4
2021-10-08,-85,Massachusetts,21A,7
2021-10-06,-87,Minnesota,21I,29
2021-10-12,-81,West Virginia,21I,7
2021-10-13,-80,Florida,21J,103
2021-10-04,-89,Maryland,other,3
2021-12-10,-22,Ohio,21K,20
2021-10-18,-75,Florida,21J,181
2021-10-03,-90,Oregon,21A,1
2021-10-11,-82,Arizona,21J,114
2021-11-14,-48,Delaware,21J,10
2021-10-28,-65,Maine,21A,0
2021-10-29,-64,Iowa,21I,2
2021-11-15,-47,Missouri,21I,1
2021-10-20,-73,Nevada,21I,1
2021-11-05,-57,Alabama,other,1
2021-10-03,-90,Vermont,21I,1
2021-10-25,-68,Wisconsin,21I,5
2021-11-14,-48,Missouri,21I,1
2021-10-14,-79,Oklahoma,21I,3
2021-10-05,-88,Texas,other,5
2021-12-08,-24,New Mexico,21I,2
2021-10-27,-66,California,21A,9
2021-11-16,-46,Michigan,21I,10
2021-11-24,-38,Mississippi,21J,2
2021-12-03,-29,West Virginia,other,2
2021-10-06,-87,Kentucky,other,2
2021-12-09,-23,Maryland,21I,4
2021-11-17,-45,New Jersey,21J,283
2021-11-20,-42,North Carolina,21J,38
2021-12-03,-29,Washington,21I,6
2021-11-16,-46,Arizona,other,2
2021-11-25,-37,Wisconsin,21J,4
2021-12-16,-16,Georgia,21J,19
2021-10-23,-70,Massachusetts,21J,257
2021-10-05,-88,Iowa,other,1
2021-10-04,-89,New York,other,1
2021-10-28,-65,South Dakota,21J,7
2021-10-10,-83,Puerto Rico,21J,1
2021-12-09,-23,Illinois,other,1
2021-12-09,-23,Iowa,21I,1
2021-11-05,-57,Pennsylvania,21I,13
2021-10-29,-64,California,other,10
2021-11-06,-56,Tennessee,other,1
2021-10-04,-89,Utah,21J,93
2021-11-16,-46,Florida,21I,5
2021-11-08,-54,Idaho,21J,23
2021-10-21,-72,Kansas,21I,1
2021-11-03,-59,Mississippi,21A,1
2021-11-02,-60,Utah,21A,2
2021-10-23,-70,Vermont,21I,2
2021-10-08,-85,Texas,21J,244
2021-12-19,-13,Louisiana,21J,1
2021-11-04,-58,Georgia,21J,49
2021-10-08,-85,Vermont,21A,1
2021-10-04,-89,Virginia,21I,3
2021-11-01,-61,Iowa,21I,1
2021-11-08,-54,Kansas,21J,50
2021-11-09,-53,Indiana,21J,134
2021-10-31,-62,Illinois,other,1
2021-11-06,-56,Illinois,21I,8
2021-12-01,-31,New Hampshire,21I,4
2021-11-01,-61,Texas,21A,1
2021-11-25,-37,Maryland,21J,15
2021-10-23,-70,North Carolina,21I,5
2021-10-25,-68,Florida,21I,13
2021-12-05,-27,South Carolina,21J,12
2021-10-28,-65,Illinois,21I,7
2021-10-11,-82,Oregon,21J,85
2021-10-19,-74,Texas,other,2
2021-12-02,-30,Arkansas,21J,31
2021-11-16,-46,West Virginia,21I,4
2021-11-10,-52,Maryland,other,1
2021-10-26,-67,Alaska,21J,68
2021-11-15,-47,Arizona,21A,1
2021-11-14,-48,Minnesota,21I,3
2021-10-25,-68,Oklahoma,21I,2
2021-10-29,-64,Massachusetts,other,1
2021-12-11,-21,Wyoming,21J,3
2021-11-18,-44,Iowa,other,1
2021-11-01,-61,Hawaii,21I,3
2021-11-13,-49,Florida,21J,84
2021-10-03,-90,North Carolina,21A,1
2021-11-07,-55,New York,21J,52
2021-10-23,-70,Colorado,other,1
2021-11-30,-32,Connecticut,other,2
2021-10-28,-65,Indiana,21I,4
2021-11-05,-57,Michigan,21I,8
2021-12-14,-18,Missouri,21J,39
2021-10-18,-75,North Carolina,21J,124
2021-12-17,-15,Ohio,21K,106
2021-11-08,-54,New York,21A,4
2021-10-13,-80,Indiana,21J,80
2021-11-01,-61,Oregon,21I,1
2021-11-12,-50,Kansas,21J,52
2021-11-03,-59,Louisiana,21J,14
2021-12-18,-14,Texas,21I,1
2021-12-03,-29,Vermont,21J,157
2021-10-25,-68,Vermont,21I,9
2021-11-21,-41,Vermont,21I,3
2021-11-14,-48,California,21I,4
2021-10-11,-82,Iowa,21I,1
2021-10-20,-73,Alaska,21I,1
2021-10-06,-87,Arkansas,21I,2
2021-10-10,-83,Kentucky,21I,1
2021-10-21,-72,Oregon,21A,2
2021-11-08,-54,Utah,21A,1
2021-10-24,-69,Wyoming,21J,2
2021-10-13,-80,South Dakota,21I,1
2021-10-13,-80,Illinois,21J,119
2021-11-06,-56,Utah,21A,1
2021-11-18,-44,Utah,21J,32
2021-10-19,-74,Nevada,21J,47
2021-10-30,-63,Rhode Island,21J,19
2021-11-08,-54,New Hampshire,21A,2
2021-10-15,-78,Arizona,21J,127
2021-11-25,-37,Minnesota,21J,63
2021-10-15,-78,Washington,21J,131
2021-10-29,-64,North Carolina,21I,4
2021-10-23,-70,Tennessee,21J,41
2021-11-25,-37,Pennsylvania,21J,12
2021-12-15,-17,Washington DC,21K,50
2021-10-07,-86,New Hampshire,21J,58
2021-11-04,-58,Connecticut,21J,70
2021-10-08,-85,Vermont,21I,3
2021-11-27,-35,Virginia,21I,1
2021-10-07,-86,Michigan,21A,3
2021-11-21,-41,Pennsylvania,other,1
2021-12-15,-17,Nevada,21A,1
2021-10-31,-62,Texas,other,4
2021-11-05,-57,Texas,other,4
2021-11-09,-53,South Carolina,21I,2
2021-10-23,-70,Kansas,other,1
2021-11-09,-53,Maryland,21I,9
2021-10-11,-82,Kentucky,21J,87
2021-10-04,-89,Louisiana,other,2
2021-12-08,-24,Ohio,other,1
2021-10-16,-77,Michigan,21A,2
2021-10-12,-81,Pennsylvania,21I,10
2021-12-12,-20,Rhode Island,21J,21
2021-12-21,-11,California,21I,9
2021-10-03,-90,Minnesota,21I,14
2021-10-27,-66,Oregon,other,1
2021-10-22,-71,Utah,21I,2
2021-11-09,-53,Pennsylvania,21J,202
2021-11-05,-57,Florida,21A,4
2021-11-01,-61,Texas,21J,126
2021-10-04,-89,Tennessee,21I,15
2021-10-18,-75,Florida,21I,14
2021-10-27,-66,Illinois,21I,9
2021-10-28,-65,Wisconsin,21I,7
2021-11-24,-38,Illinois,21J,105
2021-12-09,-23,Pennsylvania,21I,4
2021-12-12,-20,Missouri,21J,4
2021-11-27,-35,Texas,21I,2
2021-11-30,-32,Massachusetts,21I,38
2021-12-15,-17,Colorado,21J,21
2021-10-05,-88,Oregon,21I,6
2021-12-13,-19,Michigan,21J,61
2021-11-13,-49,Missouri,21J,44
2021-11-09,-53,South Carolina,21J,26
2021-10-25,-68,Colorado,21I,13
2021-12-12,-20,Indiana,21I,1
2021-11-19,-43,Rhode Island,21A,4
2021-11-09,-53,Rhode Island,21I,1
2021-11-29,-33,California,21A,6
2021-10-19,-74,Washington,21I,1
2021-10-26,-67,New Jersey,21J,84
2021-11-11,-51,Massachusetts,21A,1
2021-12-10,-22,New York,21I,2
2021-12-11,-21,California,21K,7
2021-11-07,-55,Colorado,other,1
2021-12-01,-31,Minnesota,21I,6
2021-10-03,-90,New Hampshire,21J,21
2021-12-06,-26,North Carolina,21J,79
2021-12-14,-18,Texas,21A,6
2021-10-03,-90,California,21A,17
2021-11-30,-32,Oregon,other,1
2021-10-20,-73,Idaho,21I,5
2021-10-10,-83,New Mexico,21J,41
2021-10-17,-76,Washington DC,21J,2
2021-10-27,-66,Vermont,21I,1
2021-12-15,-17,Illinois,21I,1
2021-10-06,-87,West Virginia,21J,167
2021-12-12,-20,Hawaii,21J,2
2021-10-16,-77,Utah,21J,22
2021-10-03,-90,Washington DC,21A,1
2021-11-04,-58,New Hampshire,21I,1
2021-10-31,-62,Pennsylvania,21I,4
2021-11-12,-50,Puerto Rico,21J,3
2021-11-16,-46,Utah,21A,2
2021-10-28,-65,West Virginia,21I,6
2021-10-06,-87,California,21I,53
2021-12-10,-22,New Jersey,21I,2
2021-11-25,-37,Maryland,21I,2
2021-12-10,-22,Iowa,21J,14
2021-11-29,-33,Michigan,21J,311
2021-11-02,-60,Minnesota,21A,1
